faq_id,faq_company,faq_major_category,faq_sub_category,faq_question,faq_answer
75,현대,정비예약,일반,"인터넷으로 정비예약은 어떻게 하는건가요?","현대자동차 홈페이지 주요 메뉴중 [서비스네트워크 검색/예약] 를 접속하셔서 예약을 클릭하시면 됩니다고객님의 이력을 관리하기 위하여 회원로그인을 한 후 신청을 할 수 있도록 하였습니다.정비예약 안내멘트에 따라 해당항목을 클릭하셔서 현재일로 부터 2주 후까지 신청하실 수 있습니다.※ 현대자동차홈페이지  > 고객서비스 > 서비스네트워크 > 서비스네트워크 검색/예약  참조  ▶바로가기"
76,현대,블루링크,"서비스 이용","[차량관리] 월간 리포트 수신 정보 등록은 어떻게 하나요?","현대자동차 홈페이지의 ‘월간리포트’ 페이지 또는 블루링크 센터를 통해 등록하실 수 있습니다.※ 블루링크 센터     - 전화 : 1899-0606     - 업무시간 : 평일 09:00 ~ 18:00 (토/일요일 및 공휴일 휴무)"
77,현대,블루링크,"오류 및 A/S","[오류] 주행 중에 시스템 조작이 안됩니다.","고객님의 안전한 운행을 위해 주행 중에는 단말기 조작을 제한하고 있으며, 기어가 P단일 경우만 조작이 가능합니다. 시스템 조작을 통해 서비스를 이용하시려면 차량을 잠시 정차해 주세요. 단, 조작이 간단한 일부 서비스는 주행 중에도 사용이 가능합니다"
78,현대,차량구매,일반,"장애인 가족이 사망했을 경우 장애인용 LPG 차량은 어떻게 해야하나요?","LPG 승용자동차를 사용하는 장애인 및 국가상이유공자가 사망할 경우, 
유가족이 당해차량을 계속 사용이 가능하도록 기존의 사용제한규정(당사자 사망일로부터 1년)이
폐지되었습니다.

개정법령은 산업자원부령으로 확정, 2003.8.11일부로 공포/시행되었으며, 

적용대상은 2002.9.30일 이후 LPG 승용자동차를 소유하던 장애인 및 국가상이유공자가 
사망한 경우로 그 사망당시 당해 차량을 소유한 보호자 또는 상속받은자가 동 차량을 
계속 운행하는 경우에만 해당됩니다."
79,현대,모젠서비스,이용단말,"단말기 모델 및 일련번호는 어디서 확인하나요?","단말기 `INFO` 버튼 → `환경 설정` 선택 → `단말기 정보` 선택"
80,현대,모젠서비스,사용법,"텔레매틱스가 무엇 인가요?","텔레매틱스란 통신(Telecommunication)과 정보과학(Infomatics)의 합성어로서, 자동차내에 장착되어있는 통신단말기를 통해, 자동차에서 발생하는 각종 현상을 분석하고, 운전에 필요한 다양한 정보를 수집하여, 보다 편리하고 안전한 운전을 할 수 있도록 갖추어진 시스템을 말합니다. 텔레매틱스 서비스를 받기 위해서는 GPS(Global Positioning System, 위치측정시스템)와 이동통신 기능이 가능한 단말기를 차량 내에 장착해야 합니다."
81,현대,차량정비,일반,"여름철마다 냉매를 교환해야 하나요?","아닙니다.

에어컨 냉매가스는 새어나가지 않는다면 영구적으로 사용할 수 있습니다.
큰 충격이나 마모 또는 연결부위 O-링 손상 등의 문제로 에어컨관련 부품 이음새 등이 파손되지 
않는 한 냉매가스가 새는 경우는 많지 않습니다.

차를 오래타다 보면 조금씩 자연적으로 없어지지만 이는 매우 적은 양입니다. 따라서 매년 에어컨냉매를 보충해야 할 필요는 없는 것입니다. 

에어컨을 2,3단으로 작동시켜 손바닥을 이용하여 냉기를 느낄 수 있으면 문제가 없다고 보시면 됩니다.
에어컨 냉매가스가 없어 에어컨이 시원하지 않으면 냉매가스 누출 원인을 확인하여 가스가 누출되는
원인을 수리하고 냉매가스를 완충하면 됩니다."
82,현대,모젠서비스,사용법,"주차장에 차를 어디에 세워두었는지 도저히 찾을 수가 없습니다. 내 차의 주차 위치를 알 수 있을까요?","고객님이 모젠센터에 주차위치 알림 서비스를 요청하시면, 상담원이 고객님 본인 확인 후 차량의 비상등 점멸 또는 동시에 경적이 울리도록 해 드립니다."
83,현대,차량정비,일반,"차량별 와이퍼 사이즈,핸들사이즈,전구 규격 사이즈 문의","취급설명서 8장 차량 제원편 확인 바랍니다.상세하게 수록되었습니다.※ 현대자동차 홈폐이지 > 하단 '자료실' 에서 차종별 취급설명서 검색   ▶바로가기"
84,현대,차량정비,일반,"제 차량의 연료탱크 용량 70리터인데 주유를 하면 77리터 정도가 더 들어가요. 왜그런건가요? (공칭용량) 팽창공간 문의","<공칭용량>
 주요 제원표에 기재된 연료탱크 용량을 의미하며, 연료탱크마다 안전을 위해 약 10% 정도의 
팽창공간을 두며, 팽창 공간을 제외한 연료탱크의 용량을 "공칭 용량"이라고 부릅니다.
(*LPG는 법규상 85%까지만 충전)

*팽창 공간을 두는 이유는 아래와 같습니다.
① 대기온도에 따른 연료 부피의 변화에 의한 연료의 누유 등을 막기 위함
② 언덕주차 시 연료 누유 방지
③ 팽창공간은 안전공간 (모든 연료탱크 적용)"
85,현대,홈페이지,로그인,"로그인 시 비밀번호가 맞지 않다고 합니다.","비밀번호 찾기를 통해 비밀번호 재설정을 해주세요.① 로그인 창에서 “아이디 확인 및 비밀번호 초기화” 클릭② “이메일로 비밀번호 초기화” 클릭③  생년월일과 현대닷컴에 가입한 이메일 입력④ 이메일로 발송된 인증번호를 10분 내에 입력(도착하지 않았을 경우, 입력 주소와 스팸메일함 확인)⑤ 신규 비밀번호 입력 후 다시 로그인※ “이메일로 비밀번호 초기화”를 이용해주세요- 모바일로 비밀번호 초기화를 진행할 경우, 최종적으로 로그인했던 ID에 대해서만 진행하게 됩니다. (일괄변경 X)- 여러 개의 통합아이디를 보유하신 고객은  해당 메뉴로 PW 변경이 어려우니, 이메일로 비밀번호 초기화를 이용해주세요."
86,현대,차량구매,일반,"차량 구입시 견적에 포함되는 공채매입과 할인의 차이는 무엇인가요?","차량을 구입하시는 모든 분께서는 반드시 관할지역(광역시 또는 지방)에서 발행하는 공채를 의무적으로 구입하시도록 되어있습니다.(도시철도법 시행령 등)

이는 지하철이 있는 광역시에서는 지하철 건설에 쓰이는 재원으로 쓰이고 기타 도시에서는
도로확충 및 유지보수에 사용되는 재원으로, 각 지방자치단체에서 7년 거치후 원리금을
일시에 상환해 드리고 있습니다. 이것이 공채매입 입니다.  
다만, 7년간의 보유기간 중 분실 등의 위험이 있으므로 원하시는 고객께서는 채권할인 전문업체나 증권사에서 7년 동안 예상되는 자치단체의 이자수익을 제외한 금액을 채권구입과 동시에 돌려드립니다. 이것을 할인매도라고 합니다.

 공채할인율은 차량등록일을 기준으로 매일매일 약간씩 변동되오니 차량등록전 공채할인율을 확인하시기 바랍니다."
87,현대,차량구매,일반,"차량구입시 의무보험료란 금액을 납부하였습니다. 이것은 어떤 종류의 보험인가요?","의무보험은 차량이 출고센터를 동해 출고되어 임시운행기간동안에만 유효한 보험입니다. 

이는 임시운행 기간중 발생되는 교통사고 피해자의 피해배상 보장을 위한 자동차 손해배상
보장법 개정으로 임시운행허가 차량의 의무보험 가입이 법제화 되었습니다.

보상책임기간은 출고일부터 임시운행허가 기간인 10일(기간 만료일 24시까지)동안이고보험료는 차종별 정액보험료가 적용됩니다. (대부분의 경우 1만원 이내) 따라서 차량을 구입하신 고객께서는 임시운행허가기간 종료 이전에 1년만기 책임보험,  혹은 종합보험에 반드시 가입하셔야 합니다.

의무보험은 1회 소멸성 보험으로 임시운행증을 반납하거나 다른 책임보험에
가입하시는 경우 자동으로 해지가 됩니다."
88,현대,차량정비,일반,"부품 재 보증기간 문의","현대모비스 순정부품을 교환한 경우 수리일로부터 1년 2만km이내에 동일부품에 대한 보증기간이 
있습니다. 단, 1차 수리사업장의 작업성 하자는 보증처리가 안됩니다.

*보증수리 요청시*

1. 점검.정비 내역서( 수리일자,주행거리,작업장소 근거) 및 부품구입 영수증(부품구입근거)"
89,현대,모젠서비스,사용법,"현재 쓰고 있는 핸드폰 번호를 단말기 전화번호와 동일한 번호로 사용할 수 있나요?","불가능 합니다. 

모젠 서비스를 이용하기 위해서는 모젠단말기를 옵션으로 선택하셔야 하며, 통신망을 제공하는 이동전화회사의 별도 이동전화 번호를 신규로 부여받으셔야 합니다. 

차안에 별도의 이동전화 기능이 포함된 단말기를 장착하는 것이기 때문에 기존 이동전화번호와 동일하게 이용할 수 없습니다."
90,현대,모젠서비스,사용법,"요금제 변경은 어떻게 하나요?","세이브, 파워팩, 일반 요금제 이용 고객님의 경우 변경이 가능하며 모젠 서비스 가입 고객 본인이 모젠고객센터(1588-8111 혹은 모젠 단말기 CS버튼)에 전화하여 신청하시면 됩니다.  단, 단말기별 전용 요금제인 스페셜 요금제와 프리미엄 요금제는 변경이 불가능합니다."
91,현대,모젠서비스,사용법,"SOS 서비스로 긴급출동을 요청했을 경우 제공받을수 있는 서비스는 어떤것이 있나요?","문잠김 해제, 긴급 주유(휘발유 3L, 경유 3L 이내), 예비타이어 교체, 배터리 충전, 견인, 구난 서비스를 제공 받으실 수 있습니다. 

단, 일부 서비스는 고객이 요금을 추가로 부담하셔야 합니다. 견인의 경우 10KM 까지는 무료로 제공되나 초과시 1KM당 2,000원의 요금이 부과됩니다. 

구난의 경우, 출동한 견인차로 30분이내의 거리면 무상이며, 30분 초과시는 별도의 요금이 부과 됩니다. 

또한 별도의 구난차량이 필요한 경우에도 별도의 요금이 부과되며, 발생한 별도 요금은 출동한 업체에 직접 지급하시면 됩니다."
92,현대,블루링크,"서비스 이용","[안전보안] 긴급 견인 출동 요원이 견인을 하면서 특수 장비가 필요한 경우 추가 비용이 드나요?","도로를 이탈하거나 장애물 등으로 인해 자력 주행이 불가능하여 구난을 필요로 할 경우 긴급구난 서비스가 제공됩니다. 그러나 이 경우 별도의 구난장비 없이 견인차(렉카)로 구난이 가능한 경우에 한하며, 별도의 구난장비가 필요하거나 작업 난이도에 따라 추가비용을 지급하여야 합니다. 또한 구난작업 30분 초과시(현장도착에서 완료까지의 시간) 별도의 비용을 부담 하여야 합니다."
93,현대,차량구매,일반,"고엽제 후유증 환자의 면세조건에 대해 알고 싶어요","고엽제후유증환자 지원에 관한 법률에 적용되는 장애우(友) 고객께서는 2004년 1월 1일 
이후 출고되는 차량구입시 개소세 면제를 받으실 수 있습니다.

고엽제후유증 환자 고객의 LPG차량구입 및 개소세 면제는 경도장애 이상의 경우에 가능하며,
국가보훈처에서 발행한 고엽제법 적용 대상 확인원 상에 장애등급이 표기되어 있으면 
가능합니다."
94,현대,차량정비,일반,"계기판에 수도꼭지 모양(엔진체크경고등)의 경고등이 떠요.","엔진의 정상적인 작동을 제어하는 엔진 전자 제어장치나 배기가스 제어에 관계되는 각종 센서에 
이상이 있을때 엔진 경고등이 점등됩니다. 
주행중에 점등되면 가능한 빨리 저희 직영 서비스센터 또는 서비스 협력사에 정비를 의뢰하십시오.

일반적으로 견인은 하지 않아도 됩니다. 그러나 가능한 빨리 정비를 의뢰하십시오. 
단, 일부 엔진 제어 장치 고장시에는 엔진이 시동되지 않을 수도 있으니 이 때에는 견인하십시오.

※ 주의 : 엔진 체크 경고등이 점등 또는 점멸된 상태로 계속 주행하면, 운전성능과 연료소비에 영향을 
주는 배기 제어 계통에 손상을 가져올 수 있습니다. 또한 배출가스 규제와 관련된 제재조치를 받으실 수도 있으므로 가까운 직영서비스센터 또는 서비스 협력사에 점검 및 정비를 받으십시오."
95,현대,차량정비,일반,"주행중에 DMB시청이 안되는데요.","주행중 DMB 시청에 따른 교통사고 문제가 대두되어 교통사고 예방 차원 및 고객의 안전을 확보하기 위함임
(도로교통법 개정)

 ■ 차량적용 일정
 1.’12년 8월이후 생산차량 : 주행중 DMB 미작동 프로그램 일괄 적용 
    (고객 임의로 주행 규제 해제 불가함) 
 2.기존 운행차량 : '12년 4차 지도 정기 업그레이드시 부터 주행중 DMB 미적용 프로그램 일괄 적용 
    → 업그레이드 차량은  주행중 DMB 시청 불가함 

※본 시스템을 임의적으로 분해 및 개조하여 주행중 시청을 할 경우 운전자의 주의력을 분산시켜 교통사고의 위험을
 키울 수 있으며 향후 관련 법규에 따라 주행중 DMB 작동 및 시청시 범칙금이 부가될 수 있습니다.

※참고 : 도로교통법 개정안 주요내용
1.주행중 DMB 시청금지(단, 교통 및 재난방송 시청과 음성인식장치 활용은 예외
2.내비게이션(지리),전후방 카메라 사용, 신호대기 정차시에는 DMB시청 가능 (단, NAVI조작은 불가함)
3.처벌수준 : 범칙금 7~20만원,벌점15점(개정안 의결후 확정공포 예정)"
96,현대,차량구매,일반,"일정기간 이상 지난 차량은 자동차세가 경감된다고 하는데 그 내용을 알고 싶습니다.","자가용 승용차의 차령 3년이상 차량에 대한 자동차세 경감은 
현재에도 시행되고 있는 사항으로 대입공식은 다음과 같습니다.

○자동차세/2-(자동차세/2*5%)*(차령-2) 
  ※ 단, 차령 12년 이상은 12년으로 간주"
97,현대,차량정비,일반,"운전대를 바로 잡아도 차가 한쪽으로 쏠리고, 유턴할 때도 운전대 복원이 잘 안됩니다.","자동차에는 움직이는 동안 중력 · 원심력 · 마찰력 · 관성을 차축의 서스펜션에 균형 있게 분배해
주행 안정성과 안락한 승차감을 유지하도록 돕는 현가장치와 조향장치가 있습니다.

현가장치와 조향장치를 구성하는 부품들은 각각 각도를 가지고 있는데 차를 오래 쓰거나 큰 사고가 나면
이 각도가 틀어져 운전대를 바로 잡아도 차가 옆으로 쏠리거나, 유턴시 운전대 복원이 잘 안 되는 현상이
일어납니다.

이 경우 전차륜 정렬, 즉 "휠 얼라인먼트" 라는 현가장치와 조향장치의 부품 상태를 정확히 검사하고
조정하는 과정을 통해 여러 효과를 얻을 수 있습니다.
휠 얼라인먼트를 바로 잡아주면 노면의 충격을 흡수 또는 차단해 안락한 승차감을 회복시키고 타이어의
비정상적인 마모도 방지합니다."
98,현대,차량구매,일반,"중고차량 구입 시 잔여 할부금액은 어떻게 확인할수 있나요?","차량 출고시 이용한 할부 금융사를 통해서 확인가능 합니다. 

현대캐피탈의 경우 1588-2114로 문의하시면 됩니다."
99,현대,홈페이지,회원,"회원탈퇴 및 재가입을 원할때는 어떻게 해야 하나요?","현대자동차 홈페이지에서는 로그인 상태에서만 회원탈퇴 신청을 하실 수 있으며,‘마이페이지’ 에서 [개인정보 수정] 버튼을 클릭하여 ‘회원탈퇴’ 메뉴를 찾으실 수 있습니다. 현대자동차 홈페이지 회원 탈퇴 시 즉시 회원정보 및 인증정보와 홈페이지 자체서비스 내역 (이벤트 응모 등) 이 모두 삭제되오니 유의하시기 바랍니다. 회원탈퇴를 완료하더라도 블루멤버스 멤버십(멤버십포인트, 멤버십카드 등) 은 유지됩니다. 회원탈퇴 후 재가입은 언제나 가능하나, 이미 삭제된 데이터는 복구가 불가능하오니 이점 유의바랍니다."
100,현대,차량구매,일반,"현재 장애인조건의 차량을 보유하고 있습니다. 장애인조건 차량의 추가구입이 가능하나요?","▶ 불가합니다.      장애인조건의 차량구입은 장애인 1인당 1대에 한하여 가능하고 신차 구입후 만 5년후 이후      다시 신차구입이 가능합니다."
101,현대,홈페이지,회원,"비밀번호 및 개인정보를 변경하고 싶을때는 어떻게 해야 하나요?","비밀번호 및 개인정보 변경은 로그인을 하신 후 홈페이지 우측상단에 있는 [마이페이지] 메뉴를 이용해주시기 바랍니다.
현대자동차에서 제공해드리는 서비스의 정상적인 이용을 위해서 주소와 전화번호, 이메일 주소는 항상 최신정보로 
유지해주시기 바랍니다."
102,현대,모젠서비스,사용법,"현대 긴급 출동봉사반에서 와서 시동을 걸어주었는데, 돈을 내라고 합니다.","현대 긴급출동의 경우, 보증수리 대상인 경우에는 출동비가 무상이나, 보증수리 초과 차량의 출동비는 현장에서 청구되며, 보증수리 차량의 경우에도 출동비는 무상이나 소요된 부품 등에 대해서는 고객이 비용을 지급합니다."
103,현대,모젠서비스,사용법,"가까운 길을 두고 돌아가는 길로 안내하는 경우가 종종 있는데, 이유가 뭔가요?","모젠센터에서 추천하는 경로는 현재 시간의 도로 소통상황을 반영하여 빠른길을 안내하고 있습니다. 

따라서 거리상으로 가깝더라도 정체구간을 포함하고 있다면, 다소 우회하더라도 소통상황이 원활한 경로로 안내하고 있습니다."
104,현대,모젠서비스,이용단말,"차안에서 음악을 듣는 데, 자꾸 길안내 방송이 나와서 신경을 쓰이게 합니다.","지도 화면 좌측 상단에 있는 `확성기` 모양의 아이콘을 선택하면 안내음이 나오지 않습니다. 

다시 음성안내를 듣고자 하시면 아이콘을 다시 한번 선택하시면 됩니다."
105,현대,모젠서비스,사용법,"위험지역 DATA 업데이트는 어떻게 하나요?","각 단말기 모델에 따라 아래와 같이 버튼 조작하시면 됩니다. 150 : 내비메뉴 버튼 >> NAVI 설정 >> 위험알림설정 >> 위험정보수신 200 : NAVI 버튼 >> NAVI 설정 >> 위험지역갱신 250계열 : NAVI 버튼 >> 메뉴 >> 환경설정(또는 내비설정) >> 위험알림설정 >> 위험정보 `수신' 450 : MAP GUIDE 버튼 >> BACK >> 환경설정 >> 과속위험정보갱신 단 TPEG 기능이 가능한 W255,W260,W350,W450모델은 TPEG 를 통해 자동으로 갱신됩니다."
106,현대,홈페이지,회원,"현대닷컴 로그인 계정을 변경하고 싶습니다.","계정 변경은 불가하며, ‘탈퇴 후 재가입’ 부탁 드립니다.현대닷컴 계정은 임의로 변경되지 못하게 관리하고 있습니다.ID 변경을 원하실 경우, ‘통합계정 탈퇴’ 이후 재가입해주셔야 합니다.(단, 계정 탈퇴 시 가입하신 서비스가 함께 탈퇴되니 유의사항을 꼭 참고해주세요)※ 계정탈퇴 하는 법현대닷컴 로그인 → 마이페이지 → 개인정보수정 → 현대닷컴서비스탈퇴 탭 → 최하단 ‘현대자동차 통합계정 탈퇴’ 링크 클릭"
107,현대,모젠서비스,이용단말,"지상파DMB 시청이 가능한 모젠 단말기의 수신지역은 어떻게 되나요?","지상파 DMB 수신지역은 전국 7대 광역시를 포함하여 전국적으로 수신이 가능하나, 

일부 음영지역에서는 수신이 되지 않습니다. 자세한 사항은 방송사에 문의주시길 바랍니다."
108,현대,차량정비,일반,"하이패스 단말기 변경 등록을 하려면 필요한 서류가 있나요?","단말기가 말소되지 않은 경우 전국 한국도로공사 톨게이트 영업소에서 명의변경 해주시면 됩니다.
자세한 내용은 한국도로공사 콜센터 1588-2504로 문의하여 주시기 바랍니다.
 ■ 구비서류 : 개인-자동차등록증, 법인-사업자등록증 추가 
또는 당사 서비스망(직영서비스센터/블루핸즈)으로 방문하시면 단말기 갱신으로 명의변경이 가능합니다.
 ※서비스망 사전 필요서류 문의후 방문해주시기 바랍니다."
109,현대,차량정비,일반,"여름철에 세차시 헤드램프에 습기가 차요!","세차장까지 차를 주행하게 되면 엔진룸의 열이 헤드램프의 뒷면을 뜨겁게 만듭니다.
이때 차가운 물로 세차를 하면 헤드램프 표면과 내부의 온도차에 의해 내부에 습기가 생깁니다.
단, 여름이 아닌 다른계절에는 램프가 많이 뜨거워지지 않아 습기 생성이 적어집니다.

※ 습기는 유리의 내/외부 온도 차이에 의해 생기는 자연현상 입니다."
110,현대,홈페이지,로그인,"로그인 시 다른 계정으로 로그인하라고 나옵니다.","기존에 가입하신 내역이 존재하는 경우입니다. (현대자동차 홈페이지는 1인 1계정 원칙)이미 가입하신 현대닷컴 아이디가 있으신 경우로, 팝업창에서 안내드린 계정으로 다시 로그인하여 주세요.비밀번호를 분실하신 경우, 로그인 > ID/비밀번호 찾기 > 이메일로 비밀번호 초기화를 이용해주세요.[비밀번호 찾기 프로세스]로그인 클릭 → 아이디/비밀번호 찾기 → 이메일로 비번 초기화 → 가입한 이메일 입력 → 인증번호 입력 / 재설정"
111,현대,차량정비,일반,"요철도로를 저속으로 주행시 하체 뒤쪽 위에서","뒤쇼버 문제. 
뒤쪽 스페어 타이어 장착 불량. 
뒤차축 유격 생김. 
연료탱크 고정 불량. 
배기파이프 고정 불량."
112,현대,모젠서비스,사용법,"현재 내 차의 위치를 정확하게 친구에게 알려줄 수도 있나요?","모젠 내차위치 전송은 고객님의 현재 차량 위치를 고객님 본인 모젠 홈페이지 및 다른 모젠 고객님의 차량 혹은 모젠 홈페이지에 전송해 주는 서비스입니다. 

내차 위치 전송 서비스를 이용하시려면, 단말기 INFO 버튼을 누르시고 `차량관리 > 내차위치전송` 버튼을 선택하시면 됩니다. 

단말기 화면에서 친구 차량의 모젠 전화번호를 입력하거나 홈페이지를 선택하시고, 확인을 누르시면 전송됩니다."
113,현대,모젠서비스,이용단말,"GPS 수신이 안됩니다. 어떻게 하나요?","기본적으로 시동을 켠 후 약몇분동안 GPS인식되는 시간소요가 필요합니다. 

그리고, GPS위성에서 발송하는 전파의 특성 상 고가 밑, 지하차도, 도심 건물 밀집 지역 등 GPS 수신 안테나가 가려지는 경우 수신 불량 상태가 발생 할 수 있습니다. 

따라서 장애물이 없는 위치로 차량이 이동되면 GPS 수신 기능이 정상적으로 작동하게 됩니다. 

만약 개활지 상태에서도 위성수신 상태가 불량하면 A/S망을 이용하여 GPS 수신 장치의 정비를 받으셔야 합니다."
114,현대,모젠서비스,사용법,"집에 가려고 ‘양재동 366-3번지’라고 말하니까 인식이 안됩니다.","번지는 음성인식 지원이 되지 않습니다. 단말기 내비메뉴의 주소검색을 이용하시거나 모젠버튼을 눌러 상담원에게 요청하시면 됩니다. 번지수가 집이나 사무실이시라면 모젠웹페이지의 등록목적지에 `우리집','사무실'로 등록하시면 `시/도명 또는 바로가기명을 말씀해주세요'멘트가 나온 후 `우리집','사무실'이라고 말씀하시면 인식이 가능합니다."
115,현대,차량구매,일반,"세금계산서 발급받으려고 하는데 어떻게 해야하나요?","▶ 개인사업자 및 법인사업자 구입고객
2010년 7월 1일부터 세금계산서가 서면이 아닌 전자 세금계산서로 발행이 됩니다.
사이트: http://e-vat.hyundai.com 에서 발급받으시면 됩니다.

▶ 개인 구입고객
2011년 4월11일부터 차량구입하신 지점(대리점)에서 영수증이 발행됩니다.

※재발행은 차량구입하신 지점(대리점)으로 문의해 주시기 바랍니다."
116,현대,차량정비,일반,"정비관련 업체구분은 어떻게 하나요?","서비스센터와 서비스협력사로 구분되어 있습니다.
서비스센터는 저희 현대자동차에서 직영으로 운영하는 정비거점이고
서비스협력사는 현대자동차와 협정을 체결후 규정에 의거 당사 고객에게 정비서비스를 제공하는 거점이며,
서비스협력사는 다시 종합블루핸즈와 전문블루핸즈로 나누어 집니다.

종합블루핸즈란 국가에서 자동차 종합정비업 및 소형정비업으로 등록된 정비업소이며,
전문블루핸즈란 국가에서 자동차 부분정비업으로 인가된 정비업소 입니다."
117,현대,차량정비,일반,"미국에서 차량을 구입 후 한국으로 반입시 보증기간 적용은 어떻게 되나요?","미국 구입후 국내로 반입한 차량의 보증수리 기간은 다음과 같습니다.1)  최초 구입한 고객의 경우 :● 차체, 일반부품 : 5년/6만마일● 엔진,동력부품 : 10년 10만마일2) 명의변경, 중고차구입의경우  (최초구입한 고객과 현소유가 다른경우)●차체, 일반부품 : 5년/6만마일○엔진, 동력부품 : 5년/6만마일※주의사항 : 미국내에서 구매하신 어떠한 보증관련 상품, 서비스 관련 상품은 미국 현지에서만 적용 가능하며, 국내에서는 적용 받을수 없습니다."
118,현대,모젠서비스,사용법,"모젠 서비스에 오류가 있을 때에는 어떻게 하나요?","모젠고객센터(1588-8111)로 문의 주시거나 
1:1상담 문의에 올려주시면 신속하게 지원해 드리겠습니다."
119,현대,차량정비,일반,"시동을 걸려고 하니 키가 안돌아 가고 핸들도 움직이지 않아요.","① 핸들 잠김 해제 방법은 우선 왼손으로 핸들을 잡고, 오른손으로는 키박스에 키를 꽂아 주십시오.
② 핸들을 잡은 왼손과 키를 잡은 오른손을 동시에 좌,우로 왔다 갔다를 반복하면 유격이 조금씩 
발생하며 핸들 잠김 해제 되면서 시동이 가능합니다."
120,현대,모젠서비스,사용법,"원격진단 서비스는 어떻게 제공되나요?","단말기 INFO 버튼을 누르시고, `차량관리 > 차량진단` 버튼을 눌러 이용이 가능합니다. 원격진단은 파워트레인 및 ABS/ESP 시스템을 진단하여 고장 발생시 후속 조치 사항을 상담원을 통해 안내받는 서비스입니다. 

모젠 상담원을 통해 진단 내용을 설명 받고 긴급출동, 정비소까지 길안내 혹은 정비예약 등의 후속 조치를 안내 받으실 수 있습니다. 

원격 진단 서비스는 모젠 서비스 가입 고객님만 이용할 수 있으며 일부 차량에서는 제공이 어려운 점 양해 부탁드립니다. ( 제외 단말기 - MTS-200,300)"
121,현대,모젠서비스,사용법,"음성 인식이 계속 안됩니다.","음성인식은 조용환 환경에서 발성하서야 인식이 잘 됩니다. 

혹시 창문을 연 상태라면 닫아주시고 동승자분간의 대화는 잠깐 중단하시고 말씀하여 주십시요. 

이용방법을 자세히 들으시려면 `도움말'이라고 말씀하시면 됩니다. 

발성하실때 조사는 빼시고 하시는 것이 인식에 도움이 됩니다. 

예를 들어 강남역에 가시려면 `강남역이요'라고 말씀하시면 인식이 잘 안되고 `강남역'이라고 하셔야 인식이 됩니다. 

저희 모젠의 음성인식은 국내 성인남녀의 평균적은 음성을 기준으로 개발되었으나 이용자에 따라서 인식이 잘 안될수도 있습니다. 그런 경우에는 모젠버튼을 누르셔서 비서서비스를 이용하여 주십시오."
